fighter,gloves_color,date,Winner,avg_KD,avg_SIG_STR_pct,avg_TD_pct,avg_SUB_ATT,avg_SIG_STR_landed,avg_TOTAL_STR_att,avg_TOTAL_STR_landed,avg_TD_landed,avg_CTRL_time(seconds),total_time_fought(seconds),total_rounds_fought,total_title_bouts,current_win_streak,current_lose_streak,longest_win_streak,wins,losses,draw,win_by_Decision_Majority,win_by_Decision_Split,win_by_Decision_Unanimous,win_by_KO/TKO,win_by_Submission,win_by_TKO_Doctor_Stoppage,Stance,Height_cms,Reach_cms,Weight_lbs,age
Joaquin Buckley,red,1/16/2021,Blue,1.25,0.4225,0.125,0,38.75,102,47,0.25,73.5,422.75,7,0,0,1,2,2,1,0,0,0,0,2,0,0,Southpaw,177.8,193.04,185,26
Santiago Ponzinibbio,red,1/16/2021,Blue,1.462890625,0.43859375,0.250644531,0,66.22949219,159.7988281,68.84179688,0.751953125,58.27734375,858.296875,25,0,0,1,7,9,2,0,0,0,4,5,0,0,Orthodox,182.88,185.42,170,34
Max Holloway,red,1/16/2021,Red,0.011796713,0.406543112,0.036254883,0.067169189,125.1964347,310.7927818,132.7679281,0.040161133,3.661295176,1470.871367,70,8,0,1,13,17,6,0,0,1,5,8,2,1,Orthodox,180.34,175.26,145,29
Sarah Moras,red,1/16/2021,Blue,0,0.4296875,0.08890625,0.4609375,38.0859375,157.8125,86.71875,0.2578125,143.0859375,792.859375,21,0,1,0,1,3,5,0,0,0,1,1,1,0,Orthodox,170.18,170.18,135,32
Jacob Kilburn,red,1/16/2021,Blue,0,0.5,0,0,3,9,6,0,13,498,2,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,25
Marlon Moraes,red,12/19/2020,Blue,0.125,0.369921875,0.62890625,0.0703125,30.5234375,78.6796875,30.9453125,0.7578125,15.1484375,546.328125,17,1,0,1,4,5,3,0,0,2,0,2,1,0,Orthodox,167.64,170.18,135,32
Sijara Eubanks,red,12/19/2020,Blue,0.015625,0.46671875,0.27453125,0.75,67.65625,166.296875,86.890625,1.203125,228.0625,900,21,0,2,0,2,4,3,0,0,0,4,0,0,0,Orthodox,162.56,170.18,135,35
Deron Winn,red,12/19/2020,Red,0,0.485,0.35,0,76,172.25,85.75,2,145.5,816.5,9,0,1,0,1,1,2,0,0,0,1,0,0,0,Orthodox,167.64,177.8,185,31
Stephen Thompson,red,12/19/2020,Red,0.57232666,0.471442261,0.000949707,0,92.29534912,183.8056641,93.23303223,0.002685547,9.854797363,927.1433716,43,2,1,0,7,10,5,0,0,0,5,5,0,0,Orthodox,182.88,190.5,170,37
Jose Aldo,red,12/19/2020,Red,0.032318115,0.464447327,0.000707703,0.00100708,64.41183472,137.5007019,66.99008179,0.002349854,2.252441406,1098.30365,56,12,7,0,7,10,6,0,0,0,6,4,0,0,Orthodox,170.18,177.8,135,34
Anthony Pettis,red,12/19/2020,Red,0.093772888,0.524369545,0.009768143,0.18857193,49.95155716,107.1293526,63.00987625,0.011741638,18.86279297,737.9572067,48,4,0,1,5,10,9,0,0,1,2,3,4,0,Orthodox,177.8,182.88,155,33
Marcin Tybura,red,12/19/2020,Red,0.000488281,0.504223633,0.322094727,0.0078125,61.22998047,198.6674805,113.7280273,1.595214844,309.9345703,835.7543945,34,0,0,1,3,7,5,0,0,0,5,2,0,0,Orthodox,190.5,198.12,249,35
Michel Pereira,red,12/19/2020,Red,0.375,0.55,0.8,0.5,62,115.25,65.75,1.25,40.875,762.625,10,0,1,0,1,2,2,0,0,0,0,1,1,0,Orthodox,185.42,185.42,170,27
Gillian Robertson,red,12/19/2020,Blue,0,0.524765625,0.47125,0.296875,37.5390625,107.765625,68.125,2.4765625,501.6328125,751.3671875,15,0,2,0,2,6,2,0,0,0,1,1,4,0,Orthodox,165.1,160.02,125,25
Jimmy Flick,red,12/19/2020,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,30
Tafon Nchukwi,red,12/19/2020,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,195.58,205,26
Christos Giagos,red,12/19/2020,Red,0,0.461875,0.393125,0.515625,61.46875,153.890625,84.328125,3.140625,258.796875,854.640625,16,0,0,1,2,3,4,0,0,0,2,0,1,0,Orthodox,177.8,180.34,155,30
Renato Moicano,red,12/12/2020,Blue,0.0625,0.360664063,0.551953125,0.56640625,10.796875,25.5625,12.8203125,0.61328125,19.078125,148.2734375,19,0,3,0,3,6,3,0,0,2,1,0,3,0,Orthodox,180.34,182.88,155,31
Kevin Holland,red,12/12/2020,Red,0.3125,0.753164063,0.538398438,0.05859375,37.15625,99.2890625,74.58203125,1.05859375,137,430.0351563,22,0,0,1,4,7,2,0,0,2,1,2,2,0,Orthodox,190.5,205.74,185,28
Mackenzie Dern,red,12/12/2020,Red,0.0625,0.4775,0.01,2.875,13.5625,47,18.75,0.0625,75.1875,328.9375,9,0,2,0,2,4,1,0,0,1,0,0,3,0,Orthodox,162.56,160.02,115,27
Tony Ferguson,red,12/12/2020,Blue,0.004165649,0.491366577,0.003092346,0.193267822,119.7433167,245.3777466,120.3203735,0.003234863,1.422241211,1049.581268,40,3,3,0,12,15,2,0,0,1,3,3,6,2,Orthodox,180.34,193.04,155,36
Deiveson Figueiredo,red,12/12/2020,Draw,0.677734375,0.661953125,0.155214844,1.716796875,17.60546875,28.00585938,19.59960938,0.216796875,47.21875,245.171875,20,2,4,0,5,9,1,0,0,1,1,4,3,0,Orthodox,165.1,172.72,125,32
Junior Dos Santos,red,12/12/2020,Blue,0.095336437,0.471241651,0.001239777,0.000488281,19.51771116,41.61047983,19.88912821,0.00125885,2.304632664,438.197042,56,5,9,0,9,15,7,0,0,0,5,10,0,0,Orthodox,193.04,195.58,238,36
Gavin Tucker,red,12/12/2020,Red,0,0.42875,0.47,2.625,62.5,159.375,69.125,1.875,137,775.75,12,0,1,0,2,3,1,0,0,0,1,0,2,0,Southpaw,167.64,167.64,145,34
Cub Swanson,red,12/12/2020,Red,0.004081726,0.480817108,0.017542114,0.003913879,111.7829132,237.2816391,117.5402832,0.051048279,46.94403839,816.6355133,52,0,0,1,6,11,7,0,0,0,7,4,0,0,Orthodox,172.72,177.8,145,37
Tecia Torres,red,12/12/2020,Red,0.000488281,0.440244141,0.041582031,0.0078125,57.39355469,156.2675781,83.69140625,0.083496094,120.25,895.7265625,35,0,3,0,3,7,5,0,0,0,6,0,1,0,Orthodox,154.94,152.4,115,31
Chase Hooper,red,12/12/2020,Red,0,0.415,0.165,1,36.5,133.5,48.5,0.5,185,587,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Southpaw,185.42,187.96,145,21
Gabriel Benitez,red,12/5/2020,Red,0.140625,0.326914063,0.125,0.0390625,40.05078125,130.2148438,41.10546875,0.125,8.3984375,616.171875,20,0,2,0,2,5,4,0,0,0,2,1,2,0,Southpaw,172.72,180.34,155,32
Roman Dolidze,red,12/5/2020,Red,1,0.86,0,0,19,22,19,0,3,255,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,187.96,193.04,205,32
Ilia Topuria,red,12/5/2020,Red,0,0.39,0.55,5,13,62,30,5,482,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,170.18,175.26,145,23
Louis Smolka,red,12/5/2020,Red,0.250244141,0.454189453,0.034216309,0.119750977,29.9140625,66.16674805,31.37854004,0.153686523,38.74511719,265.9458008,31,0,1,0,4,7,7,0,0,0,2,3,2,0,Orthodox,175.26,172.72,135,29
Gian Villante,red,12/5/2020,Blue,0.50491333,0.545037231,0.000534058,0,55.71279907,115.1970825,65.48901367,0.000701904,79.58081055,655.9320984,41,0,0,1,2,7,9,0,0,3,0,4,0,0,Orthodox,190.5,193.04,230,35
Ovince Saint Preux,red,12/5/2020,Blue,0.753929138,0.43056828,0.089748154,0.143557549,30.5136714,72.37950373,32.68680716,0.345288277,29.3488493,621.6366739,50,1,4,0,4,13,9,0,1,0,1,6,5,0,Southpaw,190.5,203.2,205,37
Matt Wiman,red,12/5/2020,Blue,0.00012207,0.510242767,0.094008026,0.102905273,22.76557922,53.7804718,34.02490234,0.328826904,56.39196777,782.7622681,39,0,0,1,4,10,7,0,0,0,5,2,3,0,Orthodox,177.8,172.72,155,37
Jack Hermansson,red,12/5/2020,Blue,0,0.472675781,0.146015625,0.734375,26.84765625,80.06347656,41.54785156,0.772460938,74.03320313,335.7685547,21,0,1,0,4,8,3,0,0,0,2,3,3,0,Orthodox,185.42,195.58,185,32
Ashlee Evans-Smith,red,11/28/2020,Blue,0,0.32984375,0.190625,0,69.9375,223.828125,77.46875,1.34375,53.3125,795.296875,17,0,0,1,2,3,4,0,0,1,1,1,0,0,Orthodox,172.72,170.18,135,33
Jonathan Pearce,red,11/28/2020,Red,0,0.42,0,0,8,19,8,0,0,93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Switch,182.88,180.34,145,28
Miguel Baeza,red,11/28/2020,Red,1.5,0.535,0.5,0,36,70,38.5,0.5,28.5,385,4,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,187.96,187.96,170,28
Josh Parisian,red,11/28/2020,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,200.66,265,31
Anthony Smith,red,11/28/2020,Red,0.026855469,0.439089355,0.094150391,0.188232422,36.94433594,102.4179688,53.66320801,0.285400391,33.37634277,1025.15918,39,1,0,1,3,8,6,0,0,0,1,5,2,0,Orthodox,193.04,193.04,205,32
Spike Carlyle,red,11/28/2020,Blue,0,0.62,0.25,0,28.5,70,46.5,1.5,274,492.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Switch,172.72,180.34,145,27
Martin Day,red,11/28/2020,Blue,1,0.46,0.5,1,81,193,98,0.5,110.5,829,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,177.8,185.42,145,32
Luke Sanders,red,11/28/2020,Blue,0.65625,0.4975,0.015625,0.03125,32.5625,70.21875,36.09375,0.03125,37.875,360.84375,11,0,1,0,1,3,3,0,0,0,1,1,1,0,Southpaw,167.64,170.18,135,34
Gina Mazany,red,11/28/2020,Red,0,0.47875,0.169375,0,11.625,49.3125,33.625,0.5625,53.375,211.625,9,0,0,1,1,1,4,0,0,0,1,0,0,0,Southpaw,167.64,172.72,125,32
Su Mudaerji,red,11/28/2020,Red,0,0.595,0.5,1,55.5,100.5,61.5,0.5,122,663.5,5,0,0,1,1,1,1,0,0,0,1,0,0,0,Southpaw,172.72,182.88,125,24
Brandon Moreno,red,11/21/2020,Red,0.140625,0.373828125,0.16890625,0.046875,48.578125,175.1171875,85.1171875,0.421875,180.7421875,907.3046875,23,0,3,0,3,5,3,0,0,1,2,0,2,0,Orthodox,170.18,177.8,125,26
Joaquin Buckley,red,11/21/2020,Red,0.5,0.315,0.25,0,34.5,108,35,0.5,38,527.5,5,0,0,1,1,1,1,0,0,0,0,1,0,0,Southpaw,177.8,193.04,185,26
Katlyn Chookagian,red,11/21/2020,Red,0.000976563,0.426162109,0.25,1.00390625,39.03613281,127.0410156,79.25292969,0.75,172.3330078,567.875,31,1,1,0,3,7,4,0,0,1,6,0,0,0,Orthodox,175.26,172.72,125,31
Antonina Shevchenko,red,11/21/2020,Red,0,0.4975,0.125,0.75,32.75,87.875,49.25,0.25,71.5,770,11,0,1,0,1,2,2,0,0,0,1,0,1,0,Southpaw,172.72,170.18,125,36
Valentina Shevchenko,red,11/21/2020,Red,0.125,0.555761719,0.940390625,0.1953125,41.71484375,112.4824219,71.078125,2.412109375,305.1679688,895.9140625,35,5,1,0,5,8,2,0,0,1,3,2,2,0,Southpaw,165.1,167.64,125,32
Deiveson Figueiredo,red,11/21/2020,Red,1.35546875,0.70390625,0.310429688,2.43359375,30.2109375,48.01171875,34.19921875,0.43359375,94.4375,373.34375,19,1,4,0,4,8,1,0,0,1,1,4,2,0,Orthodox,165.1,172.72,125,32
Mauricio Rua,red,11/21/2020,Blue,0.223796844,0.472344189,0.432408094,0.000307083,41.48727512,112.6594934,64.5774622,1.706121445,255.9195404,804.7851725,54,3,0,1,3,11,10,0,0,2,1,8,0,0,Orthodox,185.42,193.04,205,38
Mike Perry,red,11/21/2020,Blue,0.504882813,0.545737305,0.547421875,0,56.14526367,118.5041504,73.9675293,0.57421875,210.5629883,676.0151367,30,0,2,0,2,7,6,0,0,1,2,4,0,0,Orthodox,177.8,180.34,170,29
Alan Jouban,red,11/21/2020,Red,0.588378906,0.39203125,0.264453125,0,37.16601563,96.91943359,38.03417969,0.564453125,23.20800781,645.512207,24,0,1,0,3,7,5,0,0,0,3,4,0,0,Southpaw,182.88,185.42,170,38
Daniel Rodriguez,red,11/21/2020,Blue,1.75,0.455,0.25,0.25,63.5,132.5,63.5,0.25,8.75,426.25,6,0,3,0,3,3,0,0,0,0,1,1,1,0,Southpaw,185.42,187.96,170,33
Louis Cosce,red,11/21/2020,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,170,25
Kyle Daukaus,red,11/21/2020,Red,0,0.58,0.6,0,34,127,92,3,464,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,190.5,193.04,185,27
Ashley Yoder,red,11/14/2020,Red,0.03125,0.38328125,0.154375,0.1875,41.46875,166.046875,91.390625,0.75,314.875,900,21,0,0,3,2,2,5,0,0,1,1,0,0,0,Southpaw,170.18,175.26,115,33
Kay Hansen,red,11/14/2020,Blue,0,0.56,0.18,1,31,67,43,2,271,746,3,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,157.48,160.02,115,21
Randa Markos,red,11/14/2020,Blue,0,0.526161499,0.290601807,0.031555176,23.4944458,61.30328369,33.47650146,0.336975098,101.9714966,541.8193359,39,0,0,1,1,6,9,0,0,2,3,0,1,0,Orthodox,162.56,160.02,115,35
Brendan Allen,red,11/14/2020,Blue,0.5,0.5925,0.165,1,28,77.75,54.75,0.5,275.25,651.25,6,0,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,187.96,190.5,185,24
Geraldo de Freitas,red,11/14/2020,Blue,0,0.495,0.47,0,44.5,115,62.5,4,262,900,6,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,170.18,182.88,135,29
Alex Morono,red,11/14/2020,Red,0.26953125,0.307675781,0,0.173828125,31.5078125,93.34960938,34.41210938,0,16.84375,364.578125,23,0,2,0,3,6,4,0,0,1,3,1,1,0,Orthodox,180.34,182.88,170,30
Abdul Razak Alhassan,red,11/14/2020,Blue,0.53125,0.5340625,0.145625,0,42.28125,86.75,45.125,0.5625,55.0625,535.21875,10,0,1,0,3,4,2,0,0,0,0,4,0,0,Orthodox,177.8,185.42,170,35
Paul Felder,red,11/14/2020,Blue,0.02355957,0.448096924,0.000610352,0.002929688,81.18774414,193.3800049,93.1529541,0.002075195,55.03601074,1173.040161,38,0,2,0,3,9,5,0,0,2,2,4,1,0,Orthodox,180.34,177.8,155,36
Don'Tale Mayes,red,11/14/2020,Red,0,0.41,0,0,29.5,98.5,41,0,47.5,655.5,5,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,28
Thiago Santos,red,11/7/2020,Blue,0.520801544,0.390749168,0.367393799,0.03125,49.08913803,138.7070007,53.47047424,0.532287598,38.9940033,1044.601334,37,1,0,1,4,13,6,0,0,0,2,11,0,0,Orthodox,187.96,193.04,205,36
Andrei Arlovski,red,11/7/2020,Red,2.41E-05,0.463989083,0.012155228,5.08E-07,52.1442176,107.253819,54.01829558,0.047121048,10.20425235,681.692399,69,5,1,0,7,18,14,0,0,1,6,9,2,0,Orthodox,190.5,195.58,240,41
Alexandr Romanov,red,11/7/2020,Red,0,0.37,1,2,55,160,60,4,495,562,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Southpaw,187.96,190.5,262,29
Claudia Gadelha,red,11/7/2020,Blue,0.00390625,0.3965625,0.219980469,0.151367188,62.01074219,168.1152344,74.49707031,1.09765625,136.5751953,891.140625,33,1,1,0,2,7,4,0,0,2,4,0,1,0,Orthodox,162.56,160.02,115,31
Darren Elkins,red,11/7/2020,Red,0.007827759,0.389215631,0.125215874,0.073297501,82.9070015,215.0486565,99.85672092,1.05657196,105.8411269,878.4863343,57,0,1,0,6,14,8,0,0,2,8,3,1,0,Orthodox,177.8,180.34,145,36
Giga Chikadze,red,11/7/2020,Red,0.75,0.4175,0.3125,0,59.875,147.5,63.625,0.375,27.375,900,12,0,4,0,4,4,0,0,0,2,2,0,0,0,Orthodox,182.88,187.96,145,32
Raoni Barcelos,red,11/7/2020,Red,0.375,0.46625,0.41875,0.375,50.375,125,65.75,1.625,190,752.375,10,0,4,0,4,4,0,0,0,0,1,2,1,0,Orthodox,170.18,170.18,135,33
Trevin Giles,red,11/7/2020,Red,0.0625,0.51375,0.3125,0.5,48.3125,113.25,63.4375,0.5625,199.3125,808.6875,14,0,2,0,2,3,2,0,0,1,0,2,0,0,Orthodox,182.88,187.96,185,28
Gustavo Lopez,red,11/7/2020,Red,0,0.24,0,0,14,103,49,0,2,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,31
Max Griffin,red,11/7/2020,Red,0.09375,0.478554687,0.644375,0.37890625,46.2265625,128.109375,74.6484375,2.90625,265.015625,896.0625,25,0,0,1,1,3,6,0,1,0,1,1,0,0,Orthodox,180.34,193.04,170,34
Chris Gruetzemacher,red,10/31/2020,Blue,0,0.59375,0,0,91.875,166.5,106.75,0,56.5,627.625,10,0,1,0,1,2,2,0,0,0,1,1,0,0,Orthodox,172.72,172.72,155,34
Adrian Yanez,red,10/31/2020,Red,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,26
Maurice Greene,red,10/31/2020,Blue,0.125,0.4396875,0,0.53125,40.53125,96.71875,47.53125,0,16.34375,618.8125,11,0,3,0,3,4,2,0,0,1,0,1,2,0,Orthodox,200.66,203.2,258,34
Sean Strickland,red,10/31/2020,Red,0.5234375,0.353164063,0.144199219,0.142578125,51.890625,154.0917969,58.17382813,0.42578125,45.3203125,523.2285156,25,0,2,0,3,7,3,0,0,2,2,2,1,0,Orthodox,185.42,193.04,185,29
Bobby Green,red,10/31/2020,Blue,0.25012207,0.595946045,0.738759766,0.28137207,78.75073242,169.3022461,110.8338623,3.180541992,306.237915,898.4940186,38,0,4,0,4,8,6,0,0,1,5,1,1,0,Orthodox,177.8,180.34,155,34
Kevin Holland,red,10/31/2020,Red,0.625,0.596328125,0.076796875,0.1171875,63.3125,164.578125,116.1640625,0.1171875,141,701.0703125,21,0,0,1,3,6,2,0,0,2,1,2,1,0,Orthodox,190.5,205.74,185,27
Uriah Hall,red,10/31/2020,Red,0.817016602,0.449675903,0.002575073,0.004150391,36.53204346,85.76812744,40.97412109,0.003417969,14.21820068,728.2456055,32,1,0,2,3,8,7,0,0,1,1,4,0,2,Orthodox,182.88,200.66,185,36
Bryce Mitchell,red,10/31/2020,Red,0,0.73375,0.7875,3.125,28.375,60.75,45.125,2.125,486.25,740,10,0,4,0,4,4,0,0,1,0,2,0,1,0,Southpaw,177.8,177.8,145,26
Dustin Jacoby,red,10/31/2020,Red,0,0.24,0,0,24,108,33,0,0,784,6,0,0,2,0,0,2,0,0,0,0,0,0,0,Orthodox,190.5,193.04,205,32
Cole Williams,red,10/31/2020,Blue,0,0.33,0,0,2,6,2,0,0,155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,36
Miles Johns,red,10/31/2020,Red,0,0.38,0.25,0,22,74,38,0.5,86,650.5,5,0,1,0,1,1,1,0,0,1,0,0,0,0,Orthodox,170.18,167.64,135,26
Jacob Malkoun,red,10/24/2020,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,185.42,185,25
Alexander Volkov,red,10/24/2020,Red,0.09375,0.4959375,0.4140625,0,61.953125,171.71875,115.5,0.828125,48.5625,1201.9375,24,0,4,0,4,5,2,0,0,1,2,2,0,0,Orthodox,200.66,203.2,250,32
Magomed Ankalaev,red,10/24/2020,Red,0.4375,0.613125,0.12375,0,23.1875,59.875,41.3125,0.375,152.25,356.75,11,0,0,1,4,4,1,0,0,0,1,3,0,0,Orthodox,190.5,190.5,205,28
Stefan Struve,red,10/24/2020,Blue,0.00787735,0.441179657,0.261781216,0.266309023,34.36572742,66.50210428,40.39141107,0.285218716,37.29219007,615.2605245,45,0,0,1,4,13,10,0,1,0,1,5,6,0,Orthodox,210.82,213.36,265,32
Robert Whittaker,red,10/24/2020,Red,0.550964355,0.384127808,0.077990723,0,66.43481445,186.1096191,83.60577393,1.005432129,87.22583008,1191.017151,42,3,2,0,9,12,3,0,0,1,6,5,0,0,Orthodox,182.88,185.42,185,29
Lauren Murphy,red,10/24/2020,Red,0.125,0.39453125,0.49359375,0,65.609375,186.7929688,87.8125,1.59375,98.46875,875.7109375,27,0,0,2,3,5,4,0,0,2,1,2,0,0,Orthodox,165.1,170.18,125,37
Khabib Nurmagomedov,red,10/24/2020,Red,0.001464844,0.534594727,0.636704102,1.410644531,55.50976563,147.21875,91.2421875,5.452636719,597.5966797,922.2744141,36,3,12,0,12,12,0,0,0,0,6,2,4,0,Orthodox,177.8,177.8,155,32
Nathaniel Wood,red,10/24/2020,Blue,0.0625,0.495625,0.53875,0.375,86.625,183.0625,102.625,1.125,80.25,742.875,13,0,3,0,3,4,1,0,0,0,1,0,3,0,Orthodox,167.64,175.26,140,27
Joel Alvarez,red,10/24/2020,Red,0,0.4275,0,0.5,23.25,78.5,40.25,0,4.25,408,6,0,0,1,2,2,1,0,0,0,0,1,1,0,Orthodox,190.5,195.58,155,26
Liana Jojua,red,10/24/2020,Blue,0,0.54,0.33,1.5,10.5,40.5,24,1,96,454.5,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,162.56,157.48,125,25
Da-Un Jung,red,10/24/2020,Draw,0.5,0.46,0,0.5,43,102.5,45.5,0,3.5,391.5,4,0,2,0,2,2,0,0,0,0,0,1,1,0,Orthodox,193.04,198.12,205,26
Alex Oliveira,red,10/24/2020,Blue,0.510284424,0.477766647,0.153911896,0.011024475,39.46958923,92.73500061,48.65775299,0.663917542,108.7841721,870.1791763,42,0,0,1,3,11,7,0,0,1,3,4,3,0,Orthodox,180.34,193.04,170,32
Katlyn Chookagian,red,10/17/2020,Blue,0.001953125,0.502324219,0.5,2.0078125,59.07226563,193.0820313,131.5058594,1.5,319.6660156,840.75,30,1,1,0,3,7,3,0,0,1,6,0,0,0,Orthodox,175.26,172.72,125,31
Thomas Almeida,red,10/17/2020,Blue,0.171875,0.35546875,0,0,38.0546875,104.1015625,38.265625,0,6.9453125,529.875,15,0,4,0,4,5,3,0,0,0,1,4,0,0,Southpaw,170.18,177.8,145,29
Jimmy Crute,red,10/17/2020,Red,0.125,0.38375,0.525,1,10.125,36.625,21.75,4.125,166.625,291.5,6,0,2,0,2,3,1,0,0,0,0,1,2,0,Orthodox,187.96,187.96,205,24
Mateusz Gamrot,red,10/17/2020,Blue,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,29
Junyong Park,red,10/17/2020,Red,0,0.475,0.25,0,79,172.5,83.5,2.5,112,739.5,5,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,177.8,185.42,185,29
Gillian Robertson,red,10/17/2020,Red,0,0.46953125,0.5225,0.59375,18.078125,54.53125,32.25,1.953125,429.265625,602.734375,12,0,2,0,2,5,2,0,0,0,0,1,4,0,Orthodox,165.1,160.02,125,25
Claudio Silva,red,10/17/2020,Blue,0,0.66875,0.724375,1.6875,27.375,59.375,41.125,1.75,195.375,413.125,11,0,5,0,5,5,0,0,0,1,1,0,3,0,Southpaw,180.34,180.34,170,38
Brian Ortega,red,10/17/2020,Red,0.2890625,0.34671875,0.092578125,0.3671875,71.046875,197.4140625,72.2421875,1.0078125,79.4609375,828.2421875,20,1,0,1,6,6,2,0,0,0,0,3,3,0,Switch,172.72,175.26,145,29
Gadzhimurad Antigulov,red,10/17/2020,Blue,0,0.56875,0.42125,0.125,8.625,18,11.9375,1,84.875,120.125,5,0,2,0,2,2,3,0,0,0,0,0,2,0,Orthodox,180.34,177.8,205,33
Said Nurmagomedov,red,10/17/2020,Red,0.25,0.4725,0.0225,0,48,139.5,64.25,0.25,38.25,712,7,0,2,0,2,2,1,0,0,1,0,1,0,0,Orthodox,172.72,177.8,135,28
Jamie Mullarkey,red,10/17/2020,Blue,0,0.37,0.2,1,36,100,41,3,203,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,26
Marlon Moraes,red,10/10/2020,Blue,0.25,0.45984375,0.2578125,0.140625,47.046875,107.359375,47.890625,0.515625,21.296875,729.65625,15,1,0,1,4,5,2,0,0,2,0,2,1,0,Orthodox,167.64,170.18,135,32
Tom Breese,red,10/10/2020,Red,0.3125,0.653125,0,0.0625,19.03125,43.125,23.0625,0,33.65625,383.46875,10,0,3,0,3,4,2,0,0,0,1,3,0,0,Southpaw,190.5,185.42,185,29
Chris Daukaus,red,10/10/2020,Red,2,0.62,0,0,37,67,45,0,35,268,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,190.5,193.04,250,31
Markus Perez,red,10/10/2020,Blue,0,0.52875,0.1225,0.4375,37.375,82.875,44.5,0.4375,96.5,727.25,12,0,0,1,1,2,3,0,0,0,0,0,2,0,Orthodox,185.42,185.42,185,32
Ben Rothwell,red,10/10/2020,Blue,0.256347656,0.491429443,0.16512085,0.023681641,58.81896973,141.2304688,77.82043457,0.501098633,261.3093262,826.7131348,34,0,0,1,4,8,6,0,0,1,1,4,2,0,Orthodox,193.04,198.12,265,38
Youssef Zalal,red,10/10/2020,Blue,0.5,0.56,0.425,2,49.5,115.25,70.75,3,372.25,900,9,0,3,0,3,3,0,0,0,0,3,0,0,0,Switch,177.8,182.88,145,24
Tom Aspinall,red,10/10/2020,Red,1,1,0,0,10,10,10,0,2,45,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,195.58,198.12,256,27
Edson Barboza,red,10/10/2020,Red,0.570402145,0.515535631,0.087051258,1.53E-05,67.16823459,134.0913293,75.42605925,0.255860329,91.78734851,806.3778987,58,0,4,0,4,14,9,0,1,1,5,7,0,0,Orthodox,180.34,190.5,145,34
Impa Kasanganay,red,10/10/2020,Blue,0,0.42,0,0,85,199,86,0,15,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,180.34,190.5,185,26
Giga Chikadze,red,10/10/2020,Red,0.5,0.425,0.625,0,54.75,132,58.25,0.75,25.75,900,9,0,3,0,3,3,0,0,0,2,1,0,0,0,Orthodox,182.88,187.96,145,32
Ali AlQaisi,red,10/10/2020,Blue,0,0.41,0.22,1,44,118,54,2,115,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,30
Tracy Cortez,red,10/10/2020,Red,0,0.56,0.22,0,79,224,155,2,527,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,165.1,165.1,135,26
Bruno Silva,red,10/10/2020,Blue,0,0.43,0.225,0,32.5,100,55.5,2.5,255,840,6,0,0,2,0,0,2,0,0,0,0,0,0,0,,182.88,,185,31
Carlos Condit,red,10/3/2020,Red,0.020874023,0.33956604,0.260350647,0.766052246,17.55389404,70.94677734,37.21463013,0.28137207,60.41546631,489.1483765,45,3,0,1,5,7,9,0,0,1,1,4,0,1,Orthodox,187.96,190.5,170,36
